# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Aug  2 15:42:12 2025
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_lumerr1:     Stellar Luminosity Upper Unc. [log(Solar)]
# COLUMN st_lumerr2:     Stellar Luminosity Lower Unc. [log(Solar)]
# COLUMN st_lumlim:      Stellar Luminosity Limit Flag
#
pl_name,hostname,sy_snum,sy_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_lum,st_lumerr1,st_lumerr2,st_lumlim
K2-29 b,K2-29,2,1,3.25883210000,0.00000190000,-0.00000190000,0,13.33871000,0.22418000,-0.22418000,0,1.19000000,0.02000000,-0.02000000,0,G7 V,5358.00,38.00,-38.00,0,0.860000,0.010000,-0.010000,0,-0.29533,0.02665,-0.05617,0
K2-290 b,K2-290,3,2,9.21165000000,0.00033000000,-0.00034000000,0,3.06000000,0.16000000,-0.16000000,0,0.27299491,0.01427424,-0.01427424,0,,6302.00,120.00,-120.00,0,1.511000,0.075000,-0.072000,0,0.42035,0.00816,-0.00832,0
K2-290 c,K2-290,3,2,48.36685000000,0.00041000000,-0.00040000000,0,11.27625400,0.56045000,-0.56045000,0,1.00600000,0.05000000,-0.05000000,0,,6302.00,120.00,-120.00,0,1.511000,0.075000,-0.072000,0,0.42035,0.00816,-0.00832,0
K2-291 b,K2-291,1,1,2.22517700000,0.00006600000,-0.00006800000,0,1.58900000,0.09500000,-0.07200000,0,0.14176108,0.00847533,-0.00642341,0,,5520.00,60.00,-60.00,0,0.899000,0.035000,-0.033000,0,-0.16622,0.00882,-0.01031,0
K2-292 b,K2-292,1,1,16.98410000000,0.00080000000,-0.00080000000,0,2.63000000,0.11000000,-0.10000000,0,0.23463288,0.00981354,-0.00892140,0,G3 V,5725.00,65.00,-65.00,0,1.090000,0.030000,-0.030000,0,0.09254,0.00403,-0.00406,0
K2-293 b,K2-293,1,1,13.12250000000,0.00110000000,-0.00120000000,0,2.45000000,0.35000000,-0.25000000,0,0.21857436,0.03122491,-0.02230351,0,,5532.00,78.00,-78.00,0,0.947000,0.089000,-0.055000,0,-0.18023,0.01634,-0.01698,0
K2-294 b,K2-294,1,1,2.50387000000,0.00022000000,-0.00023000000,0,1.66000000,0.21000000,-0.19000000,0,0.14809528,0.01873495,-0.01695066,0,,5612.00,50.00,-50.00,0,1.200000,0.130000,-0.120000,0,0.08751,0.01004,-0.01028,0
K2-295 b,K2-295,1,1,4.02486700000,0.00001500000,-0.00001500000,0,10.05447300,0.12329900,-0.05604500,0,0.89700000,0.01100000,-0.00500000,0,K5 V,4444.00,70.00,-70.00,0,0.700000,0.020000,-0.020000,0,-0.71623,0.00796,-0.00811,0
K2-3 b,K2-3,1,3,10.05465350000,0.00000880000,-0.00000910000,0,2.07800000,0.07600000,-0.06700000,0,0.18538706,0.00678028,-0.00597735,0,M V,3844.00,61.00,-63.00,0,0.546000,0.018000,-0.016000,0,-1.23136,0.01312,-0.01429,0
K2-3 c,K2-3,1,3,24.64672900000,0.00004400000,-0.00004200000,0,1.58200000,0.05700000,-0.05100000,0,0.14113683,0.00508521,-0.00454992,0,M V,3844.00,61.00,-63.00,0,0.546000,0.018000,-0.016000,0,-1.23136,0.01312,-0.01429,0
K2-3 d,K2-3,1,3,44.55603000000,0.00013000000,-0.00012000000,0,1.45800000,0.05600000,-0.05100000,0,0.13007427,0.00499599,-0.00454992,0,M V,3844.00,61.00,-63.00,0,0.546000,0.018000,-0.016000,0,-1.23136,0.01312,-0.01429,0
K2-30 b,K2-30,1,1,4.09850300000,0.00001100000,-0.00001100000,0,11.64615100,0.56045000,-0.57165900,0,1.03900000,0.05000000,-0.05100000,0,G6 V,5425.00,40.00,-40.00,0,0.844000,0.032000,-0.032000,0,-0.25649,0.03609,-0.03765,0
K2-308 b,K2-308,1,1,3.38628000000,0.00002000000,-0.00002000000,0,9.91600000,0.98500000,-0.98500000,0,0.88400000,0.08700000,-0.08700000,0,,6100.00,263.00,-263.00,0,1.240000,0.100000,-0.100000,0,0.28300,,,0
K2-31 b,K2-31,2,1,1.25785000000,0.00000200000,-0.00000200000,0,11.88154000,3.92315000,-3.92315000,0,1.06000000,0.35000000,-0.35000000,0,G7 V,5280.00,70.00,-70.00,0,0.780000,0.070000,-0.070000,0,-0.11028,0.02954,-0.03494,0
K2-312 c,HD 80653,1,2,921.20000000000,10.80000000000,-10.80000000000,0,12.80000000,,,0,1.14000000,,,0,G2,5959.00,61.00,-61.00,0,1.220000,0.010000,-0.010000,0,0.24000,0.02000,-0.02000,0
K2-315 b,K2-315,1,1,3.14431890000,0.00000490000,-0.00000490000,0,0.95000000,0.05800000,-0.05800000,0,0.08475332,0.00517441,-0.00517441,0,M(3.5+/-0.5) V,3300.00,30.00,-30.00,0,0.196000,0.006000,-0.006000,0,-2.38722,0.01047,-0.01072,0
K2-316 b,K2-316,1,2,1.13300000000,0.00100000000,-0.00100000000,0,1.33000000,0.10000000,-0.09000000,0,0.11865465,0.00892140,-0.00802926,0,,3436.00,3.00,-3.00,0,0.379000,0.003000,-0.003000,0,-1.82964,0.09633,-0.12398,0
K2-316 c,K2-316,1,2,5.26000000000,0.00700000000,-0.00700000000,0,1.83000000,0.13000000,-0.12000000,0,0.16326166,0.01159782,-0.01070568,0,,3436.00,3.00,-3.00,0,0.379000,0.003000,-0.003000,0,-1.82964,0.09633,-0.12398,0
K2-317 b,K2-317,1,1,6.22000000000,0.00700000000,-0.00700000000,0,2.93000000,0.19000000,-0.17000000,0,0.26139709,0.01695066,-0.01516638,0,,3387.00,5.00,-5.00,0,0.379000,0.006000,-0.006000,0,-1.87068,0.09972,-0.12965,0
K2-318 b,K2-318,1,1,7.01000000000,0.00700000000,-0.00700000000,0,1.66000000,0.13000000,-0.13000000,0,0.14809528,0.01159782,-0.01159782,0,,3851.00,83.00,-83.00,0,0.552000,0.017000,-0.017000,0,-1.27696,0.09017,-0.11394,0
K2-319 b,K2-319,1,1,26.68000000000,0.00200000000,-0.00300000000,0,2.79000000,0.11000000,-0.10000000,0,0.24890713,0.00981354,-0.00892140,0,,5440.00,115.00,-115.00,0,0.898000,0.013000,-0.013000,0,-0.23747,0.00552,-0.00559,0
K2-32 b,K2-32,2,4,8.99200000000,0.00008000000,-0.00008000000,0,5.29900000,0.19100000,-0.19100000,0,0.47274593,0.01703991,-0.01703991,0,G9 V,5271.00,39.00,-35.00,0,0.860000,0.020000,-0.020000,0,-0.29607,0.02263,-0.02111,0
K2-32 c,K2-32,2,4,20.66093000000,0.00080000000,-0.00079000000,0,3.13400000,0.12300000,-0.10200000,0,0.27959723,0.01097334,-0.00909985,0,G9 V,5271.00,39.00,-35.00,0,0.860000,0.020000,-0.020000,0,-0.29607,0.02263,-0.02111,0
K2-32 d,K2-32,2,4,31.71701000000,0.00101000000,-0.00096000000,0,3.48400000,0.11200000,-0.12900000,0,0.31082220,0.00999199,-0.01150863,0,G9 V,5271.00,39.00,-35.00,0,0.860000,0.020000,-0.020000,0,-0.29607,0.02263,-0.02111,0
K2-32 e,K2-32,2,4,4.34934000000,0.00039000000,-0.00039000000,0,1.21200000,0.05200000,-0.04600000,0,0.10812758,0.00463914,-0.00410385,0,G9 V,5271.00,39.00,-35.00,0,0.860000,0.020000,-0.020000,0,-0.29607,0.02263,-0.02111,0
K2-320 b,K2-320,1,1,1.99500000000,0.00100000000,-0.00100000000,0,2.62000000,0.23000000,-0.15000000,0,0.23374074,0.02051923,-0.01338210,0,,3157.00,7.00,-7.00,0,0.300000,0.003000,-0.003000,0,-2.12527,0.09962,-0.12949,0
K2-321 b,K2-321,1,1,2.29797490000,0.00000170000,-0.00000190000,0,2.05124347,0.16813471,-0.13450777,0,0.18300000,0.01500000,-0.01200000,0,,3750.00,510.00,-520.00,0,0.595000,0.031000,-0.031000,0,-1.20066,0.22185,-0.25527,0
K2-322 b,K2-322,1,1,8.20500000000,0.00300000000,-0.00300000000,0,1.92000000,0.29000000,-0.18000000,0,0.17129093,0.02587207,-0.01605852,0,,4141.00,96.00,-96.00,0,0.602000,0.013000,-0.013000,0,-1.03905,0.00297,-0.00299,0
K2-323 b,K2-323,1,1,24.93000000000,0.00600000000,-0.00600000000,0,2.10000000,0.09000000,-0.11000000,0,0.18734945,0.00802926,-0.00981354,0,,3710.00,118.00,-118.00,0,0.549000,0.024000,-0.024000,0,-1.33930,0.09099,-0.11525,0
K2-324 b,K2-324,1,1,3.26200000000,0.00100000000,-0.00100000000,0,2.43000000,0.15000000,-0.13000000,0,0.21679008,0.01338210,-0.01159782,0,,3752.00,57.00,-57.00,0,0.505000,0.012000,-0.012000,0,-1.33305,0.01041,-0.01066,0
K2-325 b,K2-325,1,1,6.93000000000,0.00400000000,-0.00300000000,0,2.20000000,0.14000000,-0.15000000,0,0.19627085,0.01248996,-0.01338210,0,,3287.00,67.00,-67.00,0,0.298000,0.009000,-0.009000,0,-2.04801,0.09965,-0.12955,0
K2-326 b,K2-326,1,1,1.25600000000,0.00100000000,-0.00200000000,0,2.28000000,0.18000000,-0.18000000,0,0.20340798,0.01605852,-0.01605852,0,,3924.00,51.00,-51.00,0,0.688000,0.014000,-0.014000,0,-0.97833,0.01149,-0.01180,0
K2-329 b,K2-329,1,1,12.45512250000,0.00000310000,-0.00000310000,0,8.67576600,0.29143400,-0.26901600,0,0.77400000,0.02600000,-0.02400000,0,,5282.00,40.00,-39.00,0,0.822000,0.026000,-0.024000,0,-0.32514,0.02929,-0.02650,0
K2-33 b,K2-33,1,1,5.42486500000,0.00003500000,-0.00003100000,0,5.04000000,0.34000000,-0.37000000,0,0.44963868,0.03033277,-0.03300919,0,M3.3,3540.00,70.00,-70.00,0,1.050000,0.070000,-0.070000,0,-0.82391,0.07918,-0.09691,0
K2-330 b,K2-330,1,1,13.77479800000,0.00002800000,-0.00002800000,0,2.77000000,0.14000000,-0.09000000,0,0.24712327,0.01248998,-0.00802928,0,,6232.00,33.00,-39.00,0,1.500000,0.030000,-0.030000,0,0.47702,0.01470,-0.02100,0
K2-331 b,K2-331,1,2,9.39897700000,0.00150600000,-0.00134800000,0,1.79000000,0.14000000,-0.10000000,0,0.15969338,0.01248998,-0.00892142,0,,5994.00,93.00,-91.00,0,1.060000,0.030000,-0.020000,0,0.05943,0.01682,-0.01099,0
K2-331 c,K2-331,1,2,22.99659100000,0.00184800000,-0.00185900000,0,2.72000000,0.14000000,-0.10000000,0,0.24266256,0.01248998,-0.00892142,0,,5994.00,93.00,-91.00,0,1.060000,0.030000,-0.020000,0,0.05943,0.01682,-0.01099,0
K2-332 b,K2-332,1,1,17.70632000000,0.00006300000,-0.00006300000,0,2.20000000,0.19000000,-0.15000000,0,0.19627119,0.01695069,-0.01338213,0,,3315.00,137.00,-152.00,0,0.280000,0.020000,-0.010000,0,-2.06542,0.09959,-0.12944,0
K2-333 b,K2-333,1,1,14.75928700000,0.00024300000,-0.00024000000,0,6.18000000,0.28000000,-0.25000000,0,0.55134362,0.02497997,-0.02230354,0,,5880.00,85.00,-82.00,0,1.220000,0.050000,-0.050000,0,0.16523,0.01279,-0.02266,0
K2-334 b,K2-334,1,1,5.11398100000,0.00006100000,-0.00006200000,0,5.65000000,0.36000000,-0.28000000,0,0.50406011,0.03211710,-0.02497997,0,,6502.00,132.00,-130.00,0,1.490000,0.070000,-0.060000,0,0.51362,0.02532,-0.02257,0
K2-335 b,K2-335,1,1,12.28321100000,0.00005100000,-0.00005100000,0,2.21000000,0.18000000,-0.14000000,0,0.19716333,0.01605855,-0.01248998,0,,6222.00,96.00,-91.00,0,1.330000,0.070000,-0.060000,0,0.39509,0.03248,-0.03168,0
K2-336 b,K2-336,1,1,21.19473300000,0.00010800000,-0.00010700000,0,1.22000000,0.09000000,-0.05000000,0,0.10884130,0.00802928,-0.00446071,0,,5424.00,192.00,-144.00,0,0.800000,0.010000,-0.010000,0,-0.34534,0.01619,-0.01367,0
K2-337 b,K2-337,1,1,16.27356300000,0.00005400000,-0.00005300000,0,2.62000000,0.19000000,-0.14000000,0,0.23374115,0.01695069,-0.01248998,0,,5869.00,88.00,-81.00,0,1.320000,0.060000,-0.060000,0,0.24964,0.02872,-0.02441,0
K2-338 b,K2-338,1,1,3.85061400000,0.00001200000,-0.00001200000,0,1.03000000,0.11000000,-0.05000000,0,0.09189060,0.00981356,-0.00446071,0,,4558.00,91.00,-81.00,0,0.630000,0.010000,-0.010000,0,-0.83644,0.01780,-0.02841,0
K2-339 b,K2-339,1,1,19.50742800000,0.00011600000,-0.00011300000,0,1.92000000,0.19000000,-0.12000000,0,0.17129122,0.01695069,-0.01070570,0,,4857.00,86.00,-84.00,0,0.720000,0.030000,-0.030000,0,-0.65173,,,0
K2-34 b,K2-34,1,1,2.99563480000,0.00000020000,-0.00000020000,0,13.75000000,0.58000000,-0.59000000,0,1.22669495,0.05174422,-0.05263637,0,F,6168.00,46.00,-76.00,0,1.420000,0.060000,-0.050000,0,0.39970,0.01746,-0.02760,0
K2-340 b,K2-340,1,1,29.74045100000,0.00016900000,-0.00016100000,0,3.36000000,0.44000000,-0.32000000,0,0.29975964,0.03925424,-0.02854854,0,,5532.00,90.00,-90.00,0,1.130000,0.140000,-0.100000,0,-0.00232,,,0
K2-341 b,K2-341,1,1,36.55255100000,0.00012700000,-0.00012200000,0,3.21000000,0.25000000,-0.19000000,0,0.28637751,0.02230354,-0.01695069,0,,5817.00,45.00,-48.00,0,1.160000,0.060000,-0.050000,0,0.12566,0.02094,-0.02059,0
K2-342 b,K2-342,1,1,11.56105200000,0.00069000000,-0.00066800000,0,2.03000000,0.13000000,-0.09000000,0,0.18110478,0.01159784,-0.00802928,0,,5920.00,104.00,-104.00,0,1.090000,0.030000,-0.030000,0,0.09264,0.01040,-0.01808,0
K2-343 b,K2-343,1,2,2.78717400000,0.00000400000,-0.00000400000,0,1.65000000,0.16000000,-0.08000000,0,0.14720339,0.01427427,-0.00713713,0,,3804.00,93.00,-74.00,0,0.460000,0.010000,-0.010000,0,-1.43852,0.09152,-0.11610,0
K2-343 c,K2-343,1,2,7.67697200000,0.00001200000,-0.00001200000,0,2.02000000,0.10000000,-0.07000000,0,0.18021264,0.00892142,-0.00624499,0,,3804.00,93.00,-74.00,0,0.460000,0.010000,-0.010000,0,-1.43852,0.09152,-0.11610,0
K2-344 b,K2-344,1,1,3.35585000000,0.00009100000,-0.00009300000,0,1.59000000,0.10000000,-0.05000000,0,0.14185054,0.00892142,-0.00446071,0,,4374.00,38.00,-34.00,0,0.490000,0.010000,-0.010000,0,-1.22508,0.08853,-0.11132,0
K2-345 b,K2-345,1,1,10.36743700000,0.00002000000,-0.00001900000,0,2.11000000,0.20000000,-0.09000000,0,0.18824192,0.01784284,-0.00802928,0,,3779.00,30.00,-26.00,0,0.520000,0.010000,-0.010000,0,-1.32045,0.09053,-0.11451,0
K2-346 b,K2-346,1,1,26.20144600000,0.00333100000,-0.00312400000,0,2.26000000,0.19000000,-0.10000000,0,0.20162404,0.01695069,-0.00892142,0,,4801.00,49.00,-49.00,0,0.700000,0.010000,-0.010000,0,-0.66264,0.01882,-0.02031,0
K2-347 b,K2-347,1,1,7.18725700000,0.00002000000,-0.00002100000,0,2.41000000,0.11000000,-0.10000000,0,0.21500617,0.00981356,-0.00892142,0,,4599.00,178.00,-152.00,0,0.630000,0.020000,-0.020000,0,-0.89434,,,0
K2-348 b,K2-348,1,2,4.68841800000,0.00011900000,-0.00011700000,0,3.26000000,0.22000000,-0.11000000,0,0.29083822,0.01962712,-0.00981356,0,,5077.00,40.00,-39.00,0,0.850000,0.020000,-0.020000,0,-0.38844,0.01290,-0.01923,0
K2-348 c,K2-348,1,2,12.55017100000,0.00101800000,-0.00105700000,0,2.67000000,0.23000000,-0.11000000,0,0.23820186,0.02051926,-0.00981356,0,,5077.00,40.00,-39.00,0,0.850000,0.020000,-0.020000,0,-0.38844,0.01290,-0.01923,0
K2-349 b,K2-349,1,1,9.03217800000,0.00087400000,-0.00087400000,0,1.38000000,0.10000000,-0.07000000,0,0.12311557,0.00892142,-0.00624499,0,,4385.00,29.00,-31.00,0,0.490000,0.000000,0.000000,0,-0.36582,,,0
K2-35 b,K2-35,1,2,2.39996400000,0.00019800000,-0.00020400000,0,1.32000000,0.08000000,-0.08000000,0,0.11776251,0.00713712,-0.00713712,0,K4 V,4402.71,95.55,-93.27,0,0.619575,0.028977,-0.028268,0,-0.71881,,,0
K2-35 c,K2-35,1,2,5.60835200000,0.00033500000,-0.00033800000,0,1.93000000,0.13000000,-0.11000000,0,0.17218307,0.01159782,-0.00981354,0,K4 V,4402.71,95.55,-93.27,0,0.619575,0.028977,-0.028268,0,-0.71881,,,0
K2-350 b,K2-350,1,2,4.16387300000,0.00002200000,-0.00002300000,0,1.54000000,0.15000000,-0.11000000,0,0.13738983,0.01338213,-0.00981356,0,,5789.00,46.00,-50.00,0,1.040000,0.060000,-0.050000,0,-0.01175,0.01468,-0.02075,0
K2-350 c,K2-350,1,2,19.99194400000,0.00012300000,-0.00019400000,0,2.74000000,0.25000000,-0.18000000,0,0.24444685,0.02230354,-0.01605855,0,,5789.00,46.00,-50.00,0,1.040000,0.060000,-0.050000,0,-0.01175,0.01468,-0.02075,0
K2-351 b,K2-351,1,1,7.80616400000,0.00067300000,-0.00062300000,0,2.54000000,0.25000000,-0.19000000,0,0.22660401,0.02230354,-0.01695069,0,,5769.00,39.00,-37.00,0,1.050000,0.070000,-0.060000,0,0.02389,,,0
K2-352 b,K2-352,1,3,3.66591200000,0.00027300000,-0.00029500000,0,1.37000000,0.10000000,-0.07000000,0,0.12222342,0.00892142,-0.00624499,0,,5791.00,81.00,-81.00,0,0.950000,0.020000,-0.020000,0,-0.06326,0.01439,-0.01628,0
K2-352 c,K2-352,1,3,8.23488500000,0.00050800000,-0.00047500000,0,1.92000000,0.13000000,-0.07000000,0,0.17129122,0.01159784,-0.00624499,0,,5791.00,81.00,-81.00,0,0.950000,0.020000,-0.020000,0,-0.06326,0.01439,-0.01628,0
K2-352 d,K2-352,1,3,14.87138700000,0.00091600000,-0.00093600000,0,2.23000000,0.13000000,-0.09000000,0,0.19894762,0.01159784,-0.00802928,0,,5791.00,81.00,-81.00,0,0.950000,0.020000,-0.020000,0,-0.06326,0.01439,-0.01628,0
K2-353 b,K2-353,1,1,15.46680500000,0.00057200000,-0.00056500000,0,5.55000000,0.22000000,-0.20000000,0,0.49513869,0.01962712,-0.01784284,0,,5698.00,55.00,-55.00,0,0.990000,0.030000,-0.030000,0,-0.07632,0.01752,-0.01551,0
K2-354 b,K2-354,1,1,3.79330600000,0.00032400000,-0.00034300000,0,1.56000000,0.08000000,-0.08000000,0,0.13917412,0.00713713,-0.00713713,0,,3669.00,88.00,-82.00,0,0.410000,0.010000,-0.010000,0,-1.61370,0.09367,-0.11958,0
K2-355 b,K2-355,1,1,5.73856470000,0.00139390000,-0.00110480000,0,2.25000000,0.22000000,-0.16000000,0,0.20073190,0.01962712,-0.01427427,0,,5790.00,177.00,-147.00,0,0.920000,0.040000,-0.030000,0,-0.11465,,,0
K2-356 b,K2-356,1,1,21.02673660000,0.00369120000,-0.00389930000,0,2.29000000,0.15000000,-0.12000000,0,0.20430047,0.01338213,-0.01070570,0,,5568.00,178.00,-150.00,0,0.860000,0.030000,-0.030000,0,-0.24375,0.01319,-0.01890,0
K2-357 b,K2-357,1,1,16.34886370000,0.00138110000,-0.00140220000,0,3.72000000,0.23000000,-0.21000000,0,0.33187674,0.02051926,-0.01873498,0,,5794.00,210.00,-169.00,0,1.000000,0.050000,-0.050000,0,-0.06563,,,0
K2-358 b,K2-358,1,1,11.25102850000,0.00181880000,-0.00178920000,0,2.68000000,0.17000000,-0.14000000,0,0.23909400,0.01516641,-0.01248998,0,,5650.00,193.00,-152.00,0,0.910000,0.040000,-0.040000,0,-0.16134,,,0
K2-36 b,K2-36,1,2,1.42261400000,0.00003800000,-0.00003800000,0,1.43000000,0.08000000,-0.08000000,0,0.12757627,0.00713713,-0.00713713,0,K2 V,4916.00,37.00,-37.00,0,0.718000,0.008000,-0.006000,0,-0.57000,0.01000,-0.01000,0
K2-36 c,K2-36,1,2,5.34088800000,0.00008600000,-0.00008600000,0,3.20000000,0.30000000,-0.30000000,0,0.28548537,0.02676425,-0.02676425,0,K2 V,4916.00,37.00,-37.00,0,0.718000,0.008000,-0.006000,0,-0.57000,0.01000,-0.01000,0
K2-360 c,EPIC 201595106,1,2,9.79692000000,0.02961000000,-0.02961000000,0,4.02000000,,,0,0.35900000,,,0,,5679.00,60.00,-39.00,0,0.980000,0.025000,-0.025000,0,-0.04915,0.00723,-0.00736,0
K2-365 b,K2-365,1,1,23.44817200000,0.00076600000,-0.00099600000,0,2.90600000,0.19500000,-0.17600000,0,0.25925640,0.01739676,-0.01570170,0,,5561.00,138.00,-138.00,0,1.051000,0.065000,-0.061000,0,-0.01377,0.03630,-0.08142,0
K2-366 b,K2-366,1,1,15.93703900000,0.00079600000,-0.00114400000,0,2.35900000,0.18700000,-0.16700000,0,0.21045625,0.01668305,-0.01489877,0,,5601.00,138.00,-138.00,0,0.940000,0.065000,-0.058000,0,-0.10862,0.04160,-0.03755,0
K2-367 b,K2-367,1,1,20.64509900000,0.00099500000,-0.00137500000,0,2.41300000,0.22500000,-0.19600000,0,0.21527381,0.02007319,-0.01748598,0,,4348.00,128.00,-128.00,0,0.625000,0.041000,-0.046000,0,-0.85399,0.02890,-0.01916,0
K2-368 b,K2-368,1,3,5.02559800000,0.00028700000,-0.00034200000,0,1.33200000,0.10700000,-0.10000000,0,0.11883329,0.00954592,-0.00892142,0,,4663.00,138.00,-138.00,0,0.663000,0.047000,-0.045000,0,-0.69293,0.02076,-0.01678,0
K2-368 c,K2-368,1,3,9.66018600000,0.00116400000,-0.00116900000,0,1.36100000,0.11400000,-0.10600000,0,0.12142050,0.01017042,-0.00945670,0,,4663.00,138.00,-138.00,0,0.663000,0.047000,-0.045000,0,-0.69293,0.02076,-0.01678,0
K2-368 d,K2-368,1,3,20.20108500000,0.00235400000,-0.00273600000,0,1.94800000,0.15200000,-0.14300000,0,0.17378922,0.01356056,-0.01275763,0,,4663.00,138.00,-138.00,0,0.663000,0.047000,-0.045000,0,-0.69293,0.02076,-0.01678,0
K2-369 b,K2-369,1,1,5.76161200000,0.00084600000,-0.00071400000,0,1.31300000,0.10100000,-0.09500000,0,0.11713822,0.00901063,-0.00847535,0,,5682.00,138.00,-138.00,0,0.881000,0.054000,-0.049000,0,-0.12109,0.01062,-0.02144,0
K2-37 b,K2-37,1,3,4.44117000000,0.00075000000,-0.00075000000,0,1.61000000,0.17000000,-0.17000000,0,0.14363458,0.01516638,-0.01516638,0,G3 V,5413.00,60.00,-60.00,0,0.850000,0.040000,-0.040000,0,-0.40798,0.02232,-0.03404,0
K2-37 c,K2-37,1,3,6.42904000000,0.00036000000,-0.00036000000,0,2.75000000,0.27000000,-0.27000000,0,0.24533857,0.02408779,-0.02408779,0,G3 V,5413.00,60.00,-60.00,0,0.850000,0.040000,-0.040000,0,-0.40798,0.02232,-0.03404,0
K2-37 d,K2-37,1,3,14.09189000000,0.00135000000,-0.00135000000,0,2.73000000,0.36000000,-0.36000000,0,0.24355429,0.03211705,-0.03211705,0,G3 V,5413.00,60.00,-60.00,0,0.850000,0.040000,-0.040000,0,-0.40798,0.02232,-0.03404,0
K2-370 b,K2-370,1,1,2.14084000000,0.00003600000,-0.00003800000,0,3.20700000,0.22400000,-0.54800000,0,0.28610987,0.01998398,-0.04888937,0,G8,5377.00,138.00,-138.00,0,0.971000,0.065000,-0.057000,0,-0.12703,0.01737,-0.01533,0
K2-371 b,K2-371,1,1,3.11490500000,0.00000900000,-0.00000900000,0,13.02400000,0.92100000,-0.86800000,0,1.16192546,0.08216626,-0.07743791,0,,4925.00,138.00,-138.00,0,0.736000,0.052000,-0.049000,0,-0.51657,,,0
K2-372 b,K2-372,1,1,9.84407700000,0.00056500000,-0.00057500000,0,2.94500000,0.07700000,-0.07500000,0,0.26273575,0.00686949,-0.00669106,0,,5479.00,27.00,-27.00,0,0.922000,0.018000,-0.018000,0,-0.12154,0.02119,-0.01322,0
K2-373 b,K2-373,1,1,11.02066000000,0.00143100000,-0.00136800000,0,2.06100000,0.14700000,-0.14000000,0,0.18387042,0.01311448,-0.01248998,0,,6138.00,138.00,-138.00,0,1.486000,0.083000,-0.079000,0,0.43238,0.01658,-0.01670,0
K2-374 b,K2-374,1,2,4.52195300000,0.00032000000,-0.00040900000,0,1.59300000,0.06100000,-0.05800000,0,0.14211819,0.00544206,-0.00517442,0,G3,5789.00,21.00,-21.00,0,0.907000,0.018000,-0.017000,0,-0.05943,0.01652,-0.01842,0
K2-374 c,K2-374,1,2,16.43445000000,0.00237800000,-0.00270200000,0,2.21300000,0.09100000,-0.08600000,0,0.19743098,0.00811849,-0.00767242,0,G3,5789.00,21.00,-21.00,0,0.907000,0.018000,-0.017000,0,-0.05943,0.01652,-0.01842,0
K2-375 b,K2-375,1,1,14.45389500000,0.00477300000,-0.00417500000,0,2.24300000,0.18600000,-0.17400000,0,0.20010740,0.01659384,-0.01552327,0,,5822.00,138.00,-138.00,0,1.543000,0.104000,-0.095000,0,0.39626,0.02775,-0.03162,0
K2-376 b,K2-376,1,1,5.77647500000,0.00026100000,-0.00023700000,0,1.73600000,0.12500000,-0.11900000,0,0.15487581,0.01115177,-0.01061649,0,G1,5937.00,138.00,-138.00,0,1.149000,0.067000,-0.062000,0,0.18908,0.01806,-0.01521,0
K2-377 b,K2-377,1,1,12.83223500000,0.00155400000,-0.00161600000,0,1.69300000,0.14600000,-0.13200000,0,0.15103960,0.01302527,-0.01177627,0,,4200.00,138.00,-138.00,0,0.691000,0.053000,-0.049000,0,-0.81809,0.03266,-0.02490,0
